content_id,creator_id,content_type,genre,created_at,duration,tags,is_template,is_recreation
CT000028,C0496,cine,Comedy,2025-08-02 10:11:22,258.6,"story,ai",False,True
CT000029,C0030,mini,Comedy,2025-07-31 19:56:01,17.7,"animation,character",False,False
CT000030,C0300,mini,Horror,2025-08-10 06:45:56,17.0,"experimental,ai",False,False
CT000031,C0193,mini,Sci-Fi,2026-07-01 15:42:14,11.5,"cinematic,character",False,False
CT000032,C0176,image,Action,2026-05-06 20:39:23,114.3,"ai,creative,story",True,False
CT000033,C0397,cine,Mystery,2026-08-12 13:20:20,17.0,"ai,viral",True,False
CT000034,C0384,mini,Animation,2026-06-06 12:43:52,15.3,character,True,False
CT000035,C0264,mini,Drama,2025-07-25 08:39:28,7.0,"creative,experimental",False,False
CT000036,C0430,image,Fantasy,2025-08-15 08:47:30,360.9,"creative,ai",False,False
CT000037,C0089,image,Action,2026-06-11 16:18:00,23.4,"experimental,creative,ai",False,False
CT000038,C0043,video,Romance,2026-02-05 10:59:46,34.4,"animation,visual",False,False
CT000039,C0116,image,Documentary,2026-03-08 02:13:10,94.3,"experimental,trending",False,False
CT000040,C0047,mini,Horror,2025-09-15 13:58:16,19.4,visual,False,False
CT000041,C0423,mini,Fantasy,2026-01-16 02:14:49,26.6,"creative,story",True,False
CT000042,C0257,cine,Mystery,2026-07-17 09:00:43,27.8,"trending,visual,animation",True,False
CT000043,C0216,mini,Comedy,2026-01-10 00:18:39,10.9,"trending,character,cinematic",False,False
CT000044,C0247,cine,Animation,2026-04-10 16:52:48,29.0,animation,True,False
CT000045,C0048,image,Fantasy,2026-05-08 22:11:45,54.1,"ai,visual",True,True
CT000046,C0325,mini,Mystery,2026-07-27 17:52:54,18.7,"trending,visual,cinematic",False,False
CT000047,C0482,video,Mystery,2025-09-04 06:22:04,231.3,"animation,viral",False,False
CT000048,C0072,cine,Fantasy,2026-07-21 03:55:06,228.5,"experimental,visual,creative",True,False
CT000049,C0126,image,Mystery,2026-03-05 16:26:42,49.8,"character,cinematic",False,False
CT000050,C0389,mini,Animation,2026-06-15 21:35:52,4.3,"ai,trending,viral",False,False
CT000051,C0400,image,Mystery,2025-09-28 04:15:11,59.7,ai,False,False
CT000052,C0141,video,Comedy,2025-07-24 18:58:48,30.7,cinematic,True,False
CT000053,C0005,mini,Drama,2025-07-09 20:00:45,14.4,"trending,animation,cinematic",True,False
CT000054,C0361,mini,Romance,2025-11-22 19:33:31,16.5,"character,trending",False,False
CT000055,C0130,image,Horror,2026-02-08 02:42:56,60.9,"creative,animation,cinematic",False,True
CT000056,C0406,video,Animation,2025-10-10 07:13:24,21.0,"creative,trending,story",False,True
CT000057,C0167,cine,Mystery,2025-10-01 11:38:38,31.3,"animation,character,creative",False,False
CT000058,C0489,mini,Documentary,2026-06-08 03:23:59,14.4,"cinematic,visual",False,True
CT000059,C0428,cine,Documentary,2026-05-05 15:36:13,10.7,"visual,ai",True,False
CT000060,C0037,cine,Drama,2026-03-17 06:11:45,152.6,"creative,viral,trending",False,False
CT000061,C0375,mini,Fantasy,2026-03-24 14:07:03,12.3,"character,animation",False,False
CT000062,C0360,cine,Sci-Fi,2026-06-21 22:16:00,42.0,"trending,visual,experimental",False,False
CT000063,C0151,cine,Sci-Fi,2025-09-11 06:59:04,34.9,"creative,cinematic",True,True
CT000064,C0459,mini,Animation,2026-08-03 12:21:39,6.9,"creative,trending",True,False
CT000065,C0394,mini,Horror,2026-06-28 20:56:22,10.2,"experimental,character,cinematic",False,True
CT000066,C0132,image,Drama,2025-11-04 20:41:36,137.6,trending,False,False
CT000067,C0408,mini,Animation,2025-11-06 05:33:09,5.6,"cinematic,visual",False,False
CT000068,C0352,mini,Fantasy,2025-08-24 02:56:37,11.4,"creative,trending,ai",False,False
CT000069,C0254,image,Drama,2026-04-20 07:52:43,47.6,"creative,experimental",False,False
CT000070,C0441,mini,Horror,2025-10-17 14:13:30,16.8,"experimental,trending",False,False
CT000071,C0251,mini,Comedy,2025-09-30 21:35:15,14.2,visual,False,False
CT000072,C0135,video,Drama,2026-04-03 12:52:24,46.6,viral,False,False
CT000073,C0249,cine,Documentary,2025-08-29 15:35:11,32.4,"character,visual",False,False
CT000074,C0238,mini,Action,2025-07-22 12:41:00,6.6,"visual,creative",False,False
CT000075,C0084,mini,Drama,2026-06-28 06:49:39,17.2,"animation,creative",False,False
CT000076,C0282,mini,Documentary,2025-06-19 01:58:21,13.2,"experimental,creative",False,False
CT000077,C0407,image,Sci-Fi,2026-07-24 21:52:23,43.8,"creative,cinematic,character",False,False
CT000078,C0438,mini,Documentary,2026-04-08 17:05:02,10.0,"visual,trending,creative",False,False
CT000079,C0360,mini,Action,2025-11-08 12:50:39,30.1,"experimental,character",True,False
CT000080,C0244,video,Comedy,2026-02-13 06:46:45,79.9,"experimental,creative,viral",False,False
CT000081,C0424,image,Documentary,2025-10-22 15:02:07,27.2,"animation,visual,story",False,True
CT000082,C0462,image,Sci-Fi,2025-12-04 12:08:21,36.1,"experimental,viral,story",True,False
CT000083,C0407,image,Romance,2026-04-17 08:52:36,89.7,"creative,viral,cinematic",False,False
CT000084,C0397,video,Romance,2026-07-20 13:20:32,30.4,character,False,False
CT000085,C0393,mini,Mystery,2025-09-12 16:16:22,12.3,"viral,character",False,False
CT000086,C0244,mini,Comedy,2026-01-30 06:39:47,5.4,"experimental,visual,cinematic",False,False
CT000087,C0391,mini,Documentary,2026-06-30 01:52:17,12.8,cinematic,False,False
CT000088,C0190,mini,Sci-Fi,2025-06-07 10:12:45,18.7,viral,False,False
CT000089,C0467,video,Comedy,2025-06-04 21:11:12,52.5,"experimental,trending",False,True
CT000090,C0440,cine,Fantasy,2026-03-08 09:16:11,28.5,"creative,viral,cinematic",False,False
CT000091,C0297,mini,Drama,2025-08-04 19:23:53,4.8,cinematic,False,False
CT000092,C0360,mini,Animation,2026-08-27 20:26:13,6.2,"cinematic,experimental",False,False
CT000093,C0413,image,Sci-Fi,2025-07-26 00:58:11,33.1,"visual,character,cinematic",True,False
CT000094,C0286,mini,Fantasy,2026-05-03 16:34:47,21.5,"trending,experimental,visual",False,False
CT000095,C0403,image,Romance,2025-10-23 22:15:41,106.7,"creative,trending",False,False
CT000096,C0369,video,Fantasy,2026-07-27 07:19:10,50.7,visual,False,False
CT000097,C0136,image,Action,2026-06-30 23:02:54,78.0,"creative,story,trending",False,False
CT000098,C0077,mini,Animation,2026-05-31 02:19:30,7.2,creative,False,False
CT000099,C0280,cine,Animation,2026-03-19 20:15:50,91.7,cinematic,False,False
CT000100,C0001,cine,Fantasy,2025-09-07 13:03:58,85.8,"experimental,ai",False,False
CT000101,C0363,image,Romance,2025-07-20 00:10:48,151.2,"ai,animation,creative",True,False
CT000102,C0340,mini,Drama,2025-09-28 12:30:36,18.4,"experimental,cinematic,story",False,False
CT000103,C0052,image,Sci-Fi,2025-07-06 23:40:13,65.7,"viral,visual,cinematic",True,False
CT000104,C0155,cine,Sci-Fi,2026-05-24 23:06:42,377.0,"cinematic,animation,character",False,False
CT000105,C0262,cine,Comedy,2025-10-10 12:36:18,101.4,"ai,story",False,False
CT000106,C0365,mini,Animation,2025-12-18 17:15:26,12.3,ai,False,False
CT000107,C0002,mini,Horror,2026-03-10 15:26:45,18.2,"animation,ai,visual",False,False
CT000108,C0276,image,Fantasy,2026-04-16 22:15:12,42.2,cinematic,False,False
CT000109,C0120,mini,Comedy,2026-02-26 18:05:30,9.8,story,False,False
CT000110,C0197,mini,Sci-Fi,2026-05-02 13:46:17,11.8,"creative,animation",False,False
CT000111,C0239,cine,Fantasy,2025-07-23 02:03:17,56.1,"ai,visual,experimental",False,False
CT000112,C0101,mini,Documentary,2025-10-06 15:35:39,14.4,animation,True,False
CT000113,C0152,image,Documentary,2026-05-13 22:11:07,117.4,"visual,ai,story",True,False
CT000114,C0205,mini,Fantasy,2026-04-24 10:22:52,8.5,character,False,False
CT000115,C0386,cine,Romance,2026-03-16 07:30:31,59.4,"animation,experimental,character",True,True
CT000116,C0144,mini,Documentary,2026-08-03 15:19:01,16.3,"story,creative",False,False
CT000117,C0319,mini,Romance,2026-08-23 06:34:02,4.7,"animation,ai",True,False
CT000118,C0180,cine,Drama,2025-07-09 05:38:05,18.8,story,False,False
CT000119,C0135,video,Sci-Fi,2026-02-07 23:36:07,18.4,"creative,cinematic",False,False
CT000120,C0056,mini,Fantasy,2026-07-16 16:46:37,16.7,animation,False,False
CT000121,C0007,mini,Mystery,2025-10-28 06:13:53,11.7,character,False,False
CT000122,C0177,mini,Action,2025-06-27 20:37:40,5.4,"character,visual,animation",True,False
CT000123,C0128,mini,Documentary,2025-07-25 10:10:56,10.7,"creative,trending,cinematic",False,False
CT000124,C0375,mini,Mystery,2026-04-26 09:42:29,25.5,"creative,experimental,animation",False,False
CT000125,C0260,video,Drama,2026-07-25 02:38:09,153.6,"creative,character",True,True
CT000126,C0030,mini,Animation,2026-04-19 10:58:59,36.2,"cinematic,experimental",False,False
CT000127,C0380,mini,Sci-Fi,2025-06-18 04:15:25,18.3,"animation,visual,creative",False,False
CT000128,C0194,video,Action,2025-12-06 05:17:47,30.8,trending,False,True
CT000129,C0302,image,Animation,2025-11-07 00:28:44,43.2,"animation,visual,ai",False,False
CT000130,C0063,mini,Romance,2026-07-21 18:52:14,14.7,"viral,creative",False,False
CT000131,C0031,image,Romance,2026-01-29 00:24:21,34.0,"visual,creative,ai",True,False
CT000132,C0050,cine,Horror,2025-09-16 02:14:35,37.3,"viral,ai,trending",True,False
CT000133,C0232,video,Documentary,2026-02-15 19:47:48,50.9,"creative,experimental,trending",False,True
CT000134,C0441,mini,Romance,2026-05-08 09:35:24,25.7,creative,False,False
CT000135,C0479,cine,Horror,2026-02-21 12:56:58,124.8,viral,True,False
CT000136,C0402,image,Drama,2025-12-08 09:57:57,49.7,"experimental,trending,viral",False,False
CT000137,C0450,video,Documentary,2026-04-24 00:09:55,38.4,"story,ai,trending",False,False
CT000138,C0389,cine,Fantasy,2025-10-17 17:19:22,18.1,"viral,trending",False,False
CT000139,C0367,mini,Animation,2025-07-29 12:21:19,20.3,animation,False,False
CT000140,C0211,video,Horror,2026-06-29 08:22:25,26.3,character,True,False
CT000141,C0141,cine,Drama,2026-04-25 00:31:34,76.5,"ai,creative,visual",True,False
CT000142,C0311,cine,Horror,2026-04-30 09:12:47,29.5,"visual,trending,creative",False,False
CT000143,C0012,mini,Animation,2026-07-11 14:52:39,7.7,ai,False,False
CT000144,C0090,image,Drama,2026-04-22 05:19:33,22.2,story,False,False
CT000145,C0228,cine,Drama,2025-06-14 21:12:37,48.5,character,False,False
CT000146,C0317,video,Mystery,2026-06-20 15:04:16,51.7,story,True,False
CT000147,C0188,cine,Horror,2025-06-17 07:52:42,61.1,"trending,experimental,story",False,False
CT000148,C0384,mini,Documentary,2026-04-12 22:13:27,9.0,"animation,trending,viral",False,False
CT000149,C0338,image,Drama,2026-08-27 01:39:48,78.4,"cinematic,trending",False,False
CT000150,C0131,mini,Mystery,2025-12-01 18:44:59,8.7,"character,trending",False,False
CT000151,C0036,mini,Horror,2025-10-21 05:53:55,17.9,"experimental,animation,visual",False,False
CT000152,C0137,video,Drama,2026-07-29 02:40:54,236.0,"cinematic,visual,ai",False,False
CT000153,C0460,video,Animation,2025-12-25 12:12:34,105.4,"trending,story",False,False
CT000154,C0115,image,Documentary,2026-07-26 10:53:33,40.1,creative,False,True
CT000155,C0370,mini,Comedy,2025-10-20 09:19:29,8.1,creative,False,False
CT000156,C0338,image,Mystery,2025-08-24 01:00:07,188.0,cinematic,False,False
CT000157,C0485,cine,Drama,2026-02-09 18:11:23,119.0,animation,False,False
CT000158,C0457,mini,Documentary,2025-11-17 16:42:10,17.8,"character,viral",False,False
CT000159,C0430,mini,Romance,2026-04-21 10:27:14,5.2,"character,story,cinematic",False,False
CT000160,C0154,cine,Romance,2025-10-15 03:18:22,92.6,visual,False,False
CT000161,C0213,mini,Comedy,2026-05-13 12:53:29,13.6,"viral,story",False,True
CT000162,C0245,cine,Sci-Fi,2025-11-09 12:15:35,74.3,visual,False,True
CT000163,C0329,mini,Sci-Fi,2025-11-10 01:22:30,11.5,"trending,viral",False,False
CT000164,C0073,image,Sci-Fi,2026-04-20 15:27:22,27.4,"creative,story",False,False
CT000165,C0420,video,Animation,2025-09-27 19:45:12,131.8,"viral,ai",False,False
CT000166,C0318,mini,Action,2025-10-09 05:53:17,15.3,experimental,False,True
CT000167,C0104,video,Romance,2026-02-05 06:20:26,52.9,story,False,True
CT000168,C0028,image,Mystery,2025-10-30 01:20:44,29.1,"animation,story",False,False
CT000169,C0004,image,Mystery,2025-11-23 05:17:13,46.1,"ai,story,character",False,False
CT000170,C0179,video,Horror,2025-11-02 11:14:00,105.2,"story,ai,trending",False,False
CT000171,C0154,mini,Animation,2026-03-11 16:23:20,12.2,"trending,experimental",False,False
CT000172,C0075,image,Fantasy,2025-10-31 19:09:18,89.6,"cinematic,trending",False,False
CT000173,C0218,mini,Romance,2026-03-06 20:50:46,15.1,"creative,experimental,visual",False,True
CT000174,C0009,video,Horror,2025-09-15 18:01:16,58.1,"cinematic,ai,viral",False,True
CT000175,C0313,cine,Comedy,2026-07-13 20:53:39,17.3,"viral,creative",False,False
CT000176,C0221,image,Drama,2026-08-08 19:52:50,71.8,"cinematic,visual,ai",False,True
CT000177,C0132,mini,Sci-Fi,2025-06-02 18:12:20,20.5,"viral,story",False,False
CT000178,C0223,mini,Romance,2025-07-18 15:51:49,16.6,trending,True,False
CT000179,C0213,mini,Romance,2025-07-17 10:37:35,20.2,"creative,experimental",False,False
CT000180,C0417,mini,Sci-Fi,2025-08-23 08:12:43,6.9,"cinematic,character,visual",False,True
CT000181,C0324,mini,Horror,2026-05-25 18:10:40,11.0,experimental,False,True
CT000182,C0116,mini,Drama,2025-09-21 14:47:07,14.1,"story,creative",False,False
CT000183,C0413,video,Horror,2026-02-22 02:28:48,71.6,"cinematic,creative",True,False
CT000184,C0164,image,Documentary,2025-09-23 18:17:56,43.8,story,False,False
CT000185,C0120,cine,Horror,2025-06-29 12:03:57,73.3,trending,False,False
CT000186,C0361,video,Action,2025-07-09 06:04:05,125.3,"ai,animation",False,False
CT000187,C0400,cine,Comedy,2026-08-04 19:20:44,61.9,"story,character",False,False
CT000188,C0004,video,Mystery,2026-02-10 12:05:12,99.6,"visual,trending,story",True,False
CT000189,C0468,image,Horror,2026-03-24 14:01:31,93.5,cinematic,False,False
CT000190,C0309,image,Drama,2025-08-25 17:58:54,89.5,"character,creative,visual",False,False
CT000191,C0204,mini,Fantasy,2026-01-08 14:44:06,11.7,experimental,False,False
CT000192,C0378,image,Documentary,2026-03-27 20:41:20,69.9,creative,False,False
CT000193,C0274,image,Romance,2026-05-22 11:47:21,51.7,"cinematic,creative,character",False,False
CT000194,C0475,mini,Sci-Fi,2026-03-27 12:06:57,15.4,"cinematic,experimental",True,False
CT000195,C0005,mini,Romance,2026-02-27 18:47:21,11.3,"viral,story",False,False
CT000196,C0266,video,Comedy,2026-03-12 17:55:03,21.2,"cinematic,viral,trending",False,False
CT000197,C0356,video,Action,2025-11-18 05:21:39,145.4,creative,False,False
CT000198,C0018,cine,Sci-Fi,2026-04-15 19:33:41,46.0,"animation,story",True,False
CT000199,C0432,mini,Animation,2025-10-14 06:22:24,26.0,"character,viral,experimental",False,True
CT000200,C0173,mini,Sci-Fi,2026-04-25 03:34:07,15.4,ai,False,False
CT000201,C0009,mini,Action,2025-12-24 18:20:10,10.2,"creative,viral,ai",False,False
CT000202,C0192,image,Comedy,2026-02-19 02:42:56,21.1,"character,experimental",True,False
CT000203,C0423,mini,Documentary,2026-01-03 17:05:42,12.8,creative,False,False
CT000204,C0478,mini,Romance,2026-02-15 04:20:30,23.5,"ai,cinematic,experimental",False,False
CT000205,C0076,cine,Sci-Fi,2026-04-21 16:28:38,45.9,"trending,experimental",False,False
CT000206,C0190,image,Documentary,2025-10-07 03:20:29,30.0,visual,False,False
CT000207,C0422,video,Documentary,2026-01-02 16:32:34,66.7,"trending,creative,experimental",True,False
CT000208,C0009,mini,Drama,2025-12-01 19:23:54,5.0,"ai,cinematic,viral",False,False
CT000209,C0265,mini,Drama,2025-06-09 08:44:11,14.9,"story,creative,character",False,False
CT000210,C0272,mini,Fantasy,2026-06-24 13:17:00,16.1,"story,animation",False,False
CT000211,C0186,image,Action,2026-04-09 04:49:13,53.9,"viral,character,ai",False,False
CT000212,C0162,mini,Horror,2025-06-21 14:08:53,5.2,"character,story",False,False
CT000213,C0464,image,Sci-Fi,2025-07-02 17:47:27,42.1,"visual,viral",True,False
CT000214,C0180,cine,Action,2026-07-28 11:49:03,68.1,animation,False,False
CT000215,C0307,mini,Comedy,2026-06-21 22:14:39,6.3,visual,False,False
CT000216,C0376,mini,Comedy,2026-04-29 13:39:37,18.6,"character,cinematic",False,False
CT000217,C0020,video,Mystery,2026-04-19 23:22:22,126.9,creative,False,False
CT000218,C0415,image,Animation,2026-06-19 14:23:30,44.6,visual,False,False
CT000219,C0383,cine,Sci-Fi,2026-02-28 14:45:46,43.4,"trending,creative,story",False,False
CT000220,C0102,mini,Romance,2025-06-03 14:58:42,6.9,ai,False,False
CT000221,C0091,mini,Horror,2025-12-25 02:19:01,13.3,"experimental,trending",False,False
CT000222,C0282,mini,Sci-Fi,2025-10-29 22:59:01,5.5,trending,True,False
CT000223,C0456,video,Fantasy,2025-08-18 11:34:40,27.4,"ai,animation",False,False
CT000224,C0446,mini,Documentary,2026-06-27 21:56:00,15.1,"character,creative",True,False
CT000225,C0085,mini,Fantasy,2026-03-26 16:16:37,10.9,"viral,ai,experimental",False,True
CT000226,C0301,video,Romance,2026-07-17 07:08:17,26.9,"cinematic,viral,creative",False,False
CT000227,C0239,cine,Mystery,2025-07-20 22:18:12,68.9,"viral,visual",False,False
CT000228,C0345,mini,Drama,2026-08-19 19:09:07,43.4,"ai,animation,viral",True,False
CT000229,C0260,mini,Action,2026-03-03 16:08:56,16.6,"visual,character,viral",False,False
CT000230,C0282,mini,Horror,2026-02-15 02:38:36,10.6,"character,cinematic,viral",False,False
CT000231,C0274,cine,Action,2025-08-23 14:27:21,85.1,character,False,False
CT000232,C0009,video,Comedy,2026-03-12 16:22:46,39.7,ai,False,False
CT000233,C0265,mini,Comedy,2026-02-28 04:09:02,22.3,"visual,trending",True,False
CT000234,C0078,mini,Romance,2026-04-16 23:52:33,11.1,"cinematic,character,visual",False,False
CT000235,C0209,mini,Sci-Fi,2025-08-08 22:17:16,10.3,cinematic,False,False
CT000236,C0269,mini,Romance,2026-03-18 01:36:24,18.1,creative,True,False
CT000237,C0356,image,Action,2025-07-14 02:00:48,78.5,"viral,trending",False,False
CT000238,C0423,mini,Mystery,2025-07-03 09:17:52,22.2,animation,False,False
CT000239,C0080,video,Comedy,2026-01-01 17:12:32,108.0,"visual,creative",False,True
CT000240,C0286,mini,Sci-Fi,2025-07-25 02:57:14,18.1,visual,False,False
CT000241,C0392,image,Comedy,2026-04-20 15:32:43,31.5,"story,animation",False,False
CT000242,C0167,cine,Documentary,2026-01-07 01:25:56,47.8,"story,ai,cinematic",True,False
CT000243,C0018,cine,Horror,2025-09-17 17:38:28,42.1,"character,visual",False,False
CT000244,C0459,image,Sci-Fi,2025-10-03 06:12:36,19.3,"visual,animation",False,False
CT000245,C0421,cine,Comedy,2026-01-13 22:53:36,8.6,"viral,experimental",False,False
CT000246,C0352,image,Documentary,2026-02-28 18:49:28,172.9,"experimental,character,visual",False,False
CT000247,C0375,cine,Mystery,2026-05-31 06:57:14,120.6,"animation,trending,visual",False,False
CT000248,C0150,image,Sci-Fi,2026-02-17 05:11:17,153.6,"visual,character",False,False
CT000249,C0400,mini,Romance,2026-02-06 13:01:40,2.1,"story,cinematic",True,False
CT000250,C0497,cine,Mystery,2026-03-04 15:23:20,40.9,"viral,visual",False,False
CT000251,C0148,video,Fantasy,2026-02-28 06:59:04,48.3,"creative,story",False,False
CT000252,C0237,image,Sci-Fi,2025-11-07 02:52:18,35.5,"cinematic,viral,creative",False,False
CT000253,C0420,image,Horror,2025-09-09 09:25:23,79.7,"trending,animation",False,False
CT000254,C0115,video,Fantasy,2026-01-26 18:20:34,76.0,"experimental,ai,viral",False,False
CT000255,C0339,mini,Romance,2025-07-27 18:31:05,12.8,"creative,character",False,False
CT000256,C0013,image,Action,2025-09-19 06:05:28,74.2,"character,visual,creative",True,False
CT000257,C0479,video,Drama,2025-08-07 23:07:13,123.0,"animation,cinematic,ai",False,False
CT000258,C0040,mini,Mystery,2026-01-10 12:24:56,6.2,visual,False,False
CT000259,C0011,mini,Documentary,2026-08-18 14:22:05,21.7,"ai,animation",False,False
CT000260,C0209,mini,Animation,2026-07-05 00:58:19,10.6,"trending,story",False,False
CT000261,C0393,video,Romance,2025-07-10 11:57:00,23.2,cinematic,False,False
CT000262,C0105,video,Sci-Fi,2026-06-10 11:46:33,31.0,"story,trending,ai",False,False
CT000263,C0303,video,Comedy,2025-08-09 02:05:32,66.2,"viral,character,story",False,False
CT000264,C0170,cine,Mystery,2026-07-21 05:09:09,84.2,"character,trending,visual",False,False
CT000265,C0494,image,Romance,2025-09-02 19:06:55,58.4,"story,character,animation",False,False
CT000266,C0231,mini,Horror,2025-07-28 10:21:17,8.4,"viral,creative,story",True,False
CT000267,C0221,video,Animation,2026-05-26 07:16:36,383.6,"experimental,animation,story",False,False
CT000268,C0010,video,Comedy,2026-06-15 22:32:31,37.9,"character,viral,story",False,True
CT000269,C0141,cine,Drama,2025-11-29 11:12:13,75.1,"animation,trending",False,False
CT000270,C0008,mini,Drama,2026-02-05 05:49:19,6.5,"cinematic,viral,experimental",True,False
CT000271,C0439,video,Documentary,2026-05-27 15:34:06,28.3,"trending,creative,experimental",False,False
CT000272,C0239,video,Horror,2026-06-24 21:51:16,56.6,"creative,viral",True,True
CT000273,C0162,video,Fantasy,2025-12-09 00:44:45,40.1,ai,False,False
CT000274,C0123,cine,Horror,2026-05-24 19:10:56,58.4,creative,True,True
CT000275,C0350,mini,Comedy,2026-05-29 09:34:34,19.5,"visual,cinematic",False,False
CT000276,C0320,mini,Horror,2026-05-28 13:13:32,13.9,"creative,visual",False,True
CT000277,C0166,cine,Mystery,2026-07-14 08:02:55,32.3,story,False,True
CT000278,C0143,video,Drama,2026-06-17 06:01:18,116.0,"ai,story,trending",False,False
CT000279,C0472,mini,Comedy,2025-12-21 23:12:11,6.9,visual,False,False
CT000280,C0031,cine,Horror,2025-10-22 14:13:05,50.0,viral,True,False
CT000281,C0264,video,Fantasy,2026-08-24 18:48:11,54.0,creative,False,False
CT000282,C0482,mini,Comedy,2025-12-21 12:53:44,17.8,"animation,experimental,ai",False,False
CT000283,C0160,cine,Fantasy,2026-07-31 09:46:49,59.4,"character,creative,ai",True,False
CT000284,C0030,image,Mystery,2026-08-29 16:44:51,155.8,"trending,creative,experimental",True,False
CT000285,C0413,cine,Animation,2025-06-08 00:04:47,36.6,trending,False,False
CT000286,C0445,cine,Sci-Fi,2025-08-04 06:39:07,61.1,"trending,viral",False,False
CT000287,C0036,image,Drama,2026-02-13 05:58:05,31.9,"trending,cinematic",False,False
CT000288,C0188,mini,Sci-Fi,2025-07-11 02:01:25,3.5,character,False,False
CT000289,C0050,image,Animation,2026-03-27 15:32:44,83.8,"cinematic,animation,visual",False,False
CT000290,C0445,video,Sci-Fi,2025-06-06 04:12:33,116.1,story,True,False
CT000291,C0419,mini,Action,2026-06-20 11:35:24,9.3,"cinematic,character",False,False
CT000292,C0408,mini,Romance,2025-12-13 06:12:11,13.7,experimental,False,False
CT000293,C0162,mini,Animation,2026-04-04 01:15:06,15.0,animation,False,True
CT000294,C0360,image,Documentary,2025-12-30 02:40:45,29.2,viral,False,False
CT000295,C0090,mini,Mystery,2026-04-10 20:13:12,11.4,character,False,False
CT000296,C0075,cine,Drama,2026-04-07 05:40:17,130.6,animation,False,True
CT000297,C0294,image,Documentary,2025-10-11 01:52:38,117.8,"cinematic,character,trending",False,False
CT000298,C0484,cine,Sci-Fi,2026-05-31 21:42:38,25.6,"cinematic,character",True,False
CT000299,C0128,cine,Sci-Fi,2026-06-10 04:00:47,33.5,"animation,experimental",False,False
CT000300,C0231,video,Documentary,2025-10-25 12:17:36,17.3,viral,False,False
CT000301,C0491,cine,Mystery,2025-06-29 20:37:50,217.3,animation,False,False
CT000302,C0208,video,Action,2025-12-22 08:43:42,28.7,cinematic,False,False
CT000303,C0411,cine,Drama,2026-03-27 18:32:07,23.5,"ai,visual,cinematic",False,False
CT000304,C0340,mini,Horror,2026-05-21 20:05:30,4.2,cinematic,False,False
CT000305,C0439,mini,Documentary,2025-09-01 02:57:00,6.6,"ai,cinematic",True,False
CT000306,C0170,image,Comedy,2026-01-05 22:40:58,87.0,"character,viral",False,False
CT000307,C0416,cine,Romance,2026-05-16 02:27:48,49.8,"story,visual,cinematic",False,False
CT000308,C0413,image,Drama,2026-01-26 16:44:03,33.9,"story,ai,visual",False,False
CT000309,C0442,cine,Sci-Fi,2026-05-27 08:24:05,41.4,"story,ai,creative",False,False
CT000310,C0451,video,Romance,2026-04-04 08:44:06,35.8,"character,story",False,False
CT000311,C0165,mini,Action,2025-08-19 16:50:48,23.0,"trending,experimental",True,False
