user_id,country,age_group,signup_date,following_count,creator_flag,preferred_genres
U00036,India,25-34,2024-12-13 15:35:45,24,False,"['Romance', 'Mystery', 'Comedy']"
U00037,Singapore,35-44,2025-04-15 22:39:44,17,False,"['Mystery', 'Drama']"
U00038,Germany,18-24,2024-07-06 11:56:35,18,False,"['Sci-Fi', 'Romance']"
U00039,United States,13-17,2024-11-17 13:42:09,17,False,['Action']
U00040,Australia,25-34,2024-01-11 04:22:03,26,False,"['Action', 'Romance', 'Comedy', 'Sci-Fi']"
U00041,United States,25-34,2025-04-02 13:41:23,19,False,"['Animation', 'Romance', 'Comedy', 'Documentary']"
U00042,Germany,25-34,2024-01-31 14:04:39,20,False,"['Action', 'Romance']"
U00043,Australia,18-24,2024-10-06 18:15:34,17,False,"['Documentary', 'Drama', 'Mystery']"
U00044,United Kingdom,18-24,2024-06-30 21:06:46,16,False,['Animation']
U00045,India,25-34,2024-01-19 12:03:17,14,False,"['Sci-Fi', 'Action', 'Drama']"
U00046,Singapore,18-24,2024-08-26 21:48:10,17,False,"['Fantasy', 'Drama', 'Animation']"
U00047,Canada,45+,2025-04-28 16:50:42,30,False,"['Drama', 'Fantasy']"
U00048,Singapore,18-24,2024-03-27 06:32:12,18,False,['Documentary']
U00049,Australia,18-24,2024-05-31 02:30:37,13,False,"['Drama', 'Comedy', 'Romance']"
U00050,Germany,18-24,2024-04-07 21:11:08,25,False,"['Action', 'Horror', 'Drama']"
U00051,Germany,25-34,2024-03-05 14:39:17,16,False,['Horror']
U00052,United States,25-34,2024-04-29 00:27:45,22,False,"['Comedy', 'Romance', 'Documentary', 'Sci-Fi']"
U00053,United Kingdom,25-34,2024-10-22 15:18:59,10,False,"['Fantasy', 'Sci-Fi', 'Documentary', 'Horror']"
U00054,Canada,45+,2025-02-07 12:36:34,25,True,"['Animation', 'Action', 'Documentary', 'Romance']"
U00055,Canada,18-24,2024-12-22 21:20:21,14,False,"['Documentary', 'Romance']"
U00056,India,25-34,2025-02-02 18:08:22,28,False,"['Comedy', 'Animation']"
U00057,Canada,13-17,2025-01-04 23:10:47,11,True,"['Action', 'Mystery']"
U00058,United States,18-24,2024-07-16 23:30:24,22,False,"['Sci-Fi', 'Documentary', 'Mystery']"
U00059,Germany,25-34,2025-04-10 10:14:22,27,True,"['Drama', 'Animation', 'Comedy', 'Fantasy']"
U00060,Australia,13-17,2024-03-30 02:41:50,18,False,"['Action', 'Drama']"
U00061,Singapore,25-34,2024-12-27 18:48:49,18,True,"['Documentary', 'Action', 'Romance', 'Fantasy']"
U00062,Germany,25-34,2024-02-27 08:09:04,24,False,['Action']
U00063,United Kingdom,35-44,2025-01-30 19:25:01,23,False,"['Fantasy', 'Drama', 'Sci-Fi']"
U00064,Singapore,25-34,2024-02-15 01:06:01,21,False,"['Documentary', 'Mystery', 'Drama', 'Comedy']"
U00065,United Kingdom,25-34,2024-04-21 18:23:15,20,False,['Fantasy']
U00066,United Kingdom,18-24,2024-07-21 06:59:34,14,False,"['Sci-Fi', 'Romance', 'Animation', 'Action']"
U00067,Singapore,13-17,2024-12-25 00:58:06,17,False,"['Animation', 'Mystery', 'Action', 'Documentary']"
U00068,United Kingdom,18-24,2024-01-24 13:05:25,15,False,"['Documentary', 'Action', 'Drama', 'Sci-Fi']"
U00069,India,25-34,2024-05-13 01:15:43,23,False,"['Fantasy', 'Documentary', 'Comedy']"
U00070,Canada,45+,2024-06-21 11:44:36,23,False,"['Documentary', 'Comedy', 'Romance', 'Animation']"
U00071,Germany,13-17,2025-01-12 22:30:40,22,False,"['Documentary', 'Horror']"
U00072,United States,25-34,2025-05-12 02:42:16,21,False,"['Action', 'Drama']"
U00073,Canada,35-44,2024-11-13 12:35:16,10,False,"['Sci-Fi', 'Mystery']"
U00074,India,35-44,2024-09-19 09:07:02,13,False,['Comedy']
U00075,Australia,25-34,2024-06-22 20:33:38,18,False,"['Comedy', 'Sci-Fi', 'Mystery']"
U00076,Canada,25-34,2025-03-01 07:22:29,14,False,"['Documentary', 'Sci-Fi', 'Action']"
U00077,United Kingdom,25-34,2024-02-25 10:41:40,20,False,"['Documentary', 'Romance']"
U00078,United States,35-44,2024-03-07 19:55:54,28,False,"['Documentary', 'Romance', 'Mystery']"
U00079,Canada,18-24,2024-04-14 00:16:26,22,False,"['Mystery', 'Romance']"
U00080,Australia,45+,2024-05-18 14:19:17,25,False,"['Animation', 'Romance', 'Sci-Fi']"
U00081,Singapore,13-17,2024-08-26 15:28:59,24,False,"['Fantasy', 'Mystery', 'Sci-Fi']"
U00082,Canada,35-44,2025-05-04 08:44:53,20,False,"['Horror', 'Action', 'Mystery']"
U00083,United States,18-24,2024-12-02 06:05:25,21,False,"['Documentary', 'Mystery', 'Sci-Fi']"
U00084,Germany,18-24,2024-07-17 07:06:42,16,False,"['Romance', 'Action']"
U00085,Australia,13-17,2024-04-19 08:32:16,18,False,"['Comedy', 'Documentary', 'Romance']"
U00086,Australia,25-34,2024-12-01 05:25:23,19,False,"['Action', 'Sci-Fi', 'Horror']"
U00087,India,18-24,2024-05-10 20:54:36,21,False,"['Mystery', 'Drama', 'Documentary', 'Romance']"
U00088,United Kingdom,18-24,2025-05-19 15:46:51,21,False,"['Drama', 'Horror']"
U00089,Germany,25-34,2024-09-03 23:37:43,23,False,"['Animation', 'Horror']"
U00090,Germany,25-34,2024-10-11 18:10:28,23,False,"['Sci-Fi', 'Romance', 'Documentary']"
U00091,Canada,35-44,2025-04-12 02:35:56,23,False,['Comedy']
U00092,Germany,35-44,2024-06-06 20:43:57,12,True,"['Horror', 'Documentary', 'Action', 'Drama']"
U00093,Germany,25-34,2024-08-31 22:08:54,18,False,"['Romance', 'Action']"
U00094,United Kingdom,18-24,2024-10-02 00:24:59,24,False,"['Romance', 'Animation', 'Drama']"
U00095,Singapore,18-24,2024-05-20 03:29:21,17,False,"['Romance', 'Horror', 'Comedy']"
U00096,United Kingdom,45+,2024-01-29 05:56:18,16,False,"['Action', 'Drama', 'Mystery']"
U00097,United States,18-24,2024-05-26 16:43:30,15,False,['Romance']
U00098,Australia,25-34,2024-02-28 02:17:07,19,False,"['Fantasy', 'Drama', 'Mystery', 'Romance']"
U00099,Australia,45+,2024-12-15 07:50:19,18,False,"['Action', 'Fantasy', 'Animation', 'Mystery']"
U00100,India,45+,2024-01-04 16:58:44,24,True,['Fantasy']
U00101,Germany,25-34,2024-06-12 15:03:32,18,False,"['Comedy', 'Drama', 'Mystery', 'Sci-Fi']"
U00102,United States,25-34,2025-04-02 03:16:41,28,False,['Documentary']
U00103,Germany,25-34,2024-10-20 23:23:45,17,False,['Action']
U00104,India,35-44,2024-12-13 01:14:51,17,False,"['Documentary', 'Fantasy']"
U00105,Germany,13-17,2024-12-11 14:55:46,19,False,"['Drama', 'Sci-Fi', 'Animation', 'Documentary']"
U00106,Germany,18-24,2024-06-03 05:40:32,27,False,"['Sci-Fi', 'Fantasy', 'Comedy', 'Documentary']"
U00107,Germany,25-34,2024-11-22 21:49:12,32,False,"['Drama', 'Documentary', 'Mystery', 'Animation']"
U00108,Australia,18-24,2024-04-24 08:10:15,16,False,"['Action', 'Romance', 'Horror', 'Comedy']"
U00109,Canada,25-34,2024-11-24 13:17:22,19,False,"['Horror', 'Comedy', 'Action', 'Animation']"
U00110,Australia,18-24,2024-12-19 03:36:52,17,False,"['Romance', 'Horror', 'Documentary']"
U00111,United States,35-44,2025-03-28 23:09:53,16,False,"['Documentary', 'Fantasy', 'Sci-Fi', 'Comedy']"
U00112,Germany,35-44,2025-04-20 09:33:13,25,False,['Comedy']
U00113,Canada,25-34,2024-01-13 09:33:49,18,False,"['Comedy', 'Romance', 'Mystery']"
U00114,Canada,35-44,2024-06-03 15:43:04,14,False,"['Mystery', 'Comedy']"
U00115,Canada,18-24,2024-10-09 20:35:52,20,False,"['Fantasy', 'Documentary', 'Action', 'Sci-Fi']"
U00116,Canada,25-34,2024-06-15 05:54:19,25,False,"['Romance', 'Horror', 'Mystery']"
U00117,India,18-24,2024-11-15 19:19:03,31,False,"['Sci-Fi', 'Drama', 'Action']"
U00118,India,35-44,2025-03-17 15:25:08,26,False,"['Comedy', 'Documentary']"
U00119,United States,35-44,2024-05-13 09:40:51,14,False,"['Drama', 'Horror']"
U00120,India,45+,2025-04-06 21:00:25,18,False,['Drama']
U00121,Canada,35-44,2025-04-01 00:04:22,22,False,"['Fantasy', 'Romance', 'Horror', 'Sci-Fi']"
U00122,Australia,45+,2025-04-17 13:21:56,19,False,"['Romance', 'Fantasy', 'Horror']"
U00123,Australia,18-24,2024-02-08 00:26:01,21,False,"['Documentary', 'Drama', 'Horror']"
U00124,Canada,45+,2024-05-31 13:27:26,21,False,"['Horror', 'Animation']"
U00125,Germany,25-34,2024-03-05 03:55:52,21,False,"['Mystery', 'Horror', 'Animation', 'Romance']"
U00126,Canada,25-34,2024-03-03 04:50:18,14,False,"['Action', 'Romance']"
U00127,India,25-34,2024-01-28 11:24:37,14,False,"['Horror', 'Romance', 'Animation', 'Documentary']"
U00128,Germany,18-24,2024-08-15 11:29:23,20,False,['Drama']
U00129,Australia,18-24,2024-02-15 02:16:07,25,True,"['Fantasy', 'Mystery']"
U00130,Australia,18-24,2024-06-01 21:51:01,19,False,"['Mystery', 'Drama', 'Comedy', 'Animation']"
U00131,Canada,18-24,2025-05-22 08:45:39,20,False,"['Horror', 'Documentary', 'Sci-Fi']"
U00132,Canada,25-34,2025-04-01 23:01:03,21,False,"['Horror', 'Drama', 'Action', 'Animation']"
U00133,India,35-44,2025-04-29 11:23:54,15,True,"['Horror', 'Romance']"
U00134,Canada,25-34,2024-01-19 22:33:58,26,False,"['Comedy', 'Fantasy']"
U00135,Germany,25-34,2024-12-07 16:34:44,25,False,"['Animation', 'Documentary']"
U00136,United Kingdom,25-34,2024-11-23 17:11:19,28,False,"['Sci-Fi', 'Fantasy', 'Action', 'Drama']"
U00137,Australia,25-34,2024-03-09 15:20:22,28,False,"['Drama', 'Mystery']"
U00138,India,18-24,2025-04-13 11:53:54,23,False,"['Romance', 'Mystery', 'Sci-Fi', 'Horror']"
U00139,United Kingdom,35-44,2024-07-28 01:31:02,35,False,"['Action', 'Sci-Fi', 'Comedy', 'Romance']"
U00140,Canada,18-24,2025-05-19 22:31:33,30,False,"['Drama', 'Comedy']"
U00141,Singapore,35-44,2024-02-28 22:13:04,25,False,"['Drama', 'Action', 'Horror']"
U00142,United States,35-44,2024-12-02 02:49:13,21,False,['Comedy']
U00143,United States,25-34,2024-03-08 14:10:04,25,False,['Fantasy']
U00144,United Kingdom,35-44,2025-05-06 02:38:38,20,True,['Mystery']
U00145,Singapore,18-24,2024-11-10 03:04:57,23,False,['Action']
U00146,Germany,35-44,2024-02-09 02:46:57,22,False,['Horror']
U00147,India,35-44,2024-04-21 01:30:58,22,False,"['Animation', 'Horror', 'Comedy']"
U00148,United States,35-44,2024-07-04 17:55:32,20,True,"['Comedy', 'Mystery']"
U00149,Germany,25-34,2024-01-07 15:33:56,22,False,"['Mystery', 'Action']"
U00150,India,35-44,2024-01-05 12:07:55,16,False,"['Comedy', 'Action']"
U00151,Germany,45+,2025-04-23 11:21:14,19,False,"['Mystery', 'Sci-Fi', 'Romance']"
U00152,United States,25-34,2025-05-22 06:31:41,16,False,"['Comedy', 'Sci-Fi', 'Mystery']"
U00153,Singapore,35-44,2024-10-04 05:18:46,24,False,"['Sci-Fi', 'Comedy', 'Fantasy']"
U00154,United Kingdom,35-44,2025-04-11 17:01:48,16,False,"['Animation', 'Sci-Fi']"
U00155,Canada,25-34,2024-12-04 18:02:17,21,False,"['Horror', 'Sci-Fi', 'Comedy']"
U00156,Australia,45+,2024-01-15 12:04:34,17,False,"['Documentary', 'Romance', 'Mystery']"
U00157,India,18-24,2025-01-04 09:26:42,21,False,"['Romance', 'Action', 'Mystery']"
U00158,Canada,25-34,2024-01-10 08:59:23,15,False,"['Mystery', 'Fantasy', 'Romance']"
U00159,Canada,18-24,2025-02-26 03:13:26,28,False,"['Action', 'Animation', 'Sci-Fi', 'Horror']"
U00160,Germany,18-24,2024-07-08 17:21:26,21,False,"['Drama', 'Mystery', 'Romance']"
U00161,Singapore,35-44,2024-03-14 00:43:18,19,False,"['Documentary', 'Sci-Fi', 'Horror', 'Animation']"
U00162,Australia,18-24,2024-05-13 15:56:20,19,False,['Animation']
U00163,United Kingdom,18-24,2024-12-19 07:02:09,15,False,"['Documentary', 'Animation', 'Fantasy', 'Mystery']"
U00164,United Kingdom,18-24,2025-03-13 20:44:08,21,False,"['Documentary', 'Fantasy', 'Romance', 'Comedy']"
U00165,United Kingdom,25-34,2024-10-22 01:32:38,16,False,['Action']
U00166,Germany,35-44,2024-03-23 23:17:25,22,False,"['Action', 'Animation', 'Romance']"
U00167,United Kingdom,35-44,2025-04-10 09:06:51,17,False,"['Documentary', 'Horror']"
U00168,United States,18-24,2025-02-12 18:22:42,20,False,"['Comedy', 'Action']"
U00169,United Kingdom,25-34,2024-07-30 21:40:11,32,False,"['Animation', 'Drama', 'Documentary', 'Horror']"
U00170,India,25-34,2024-10-13 15:44:09,12,False,"['Mystery', 'Action']"
U00171,India,25-34,2025-05-13 08:27:03,23,False,"['Documentary', 'Drama']"
U00172,India,25-34,2024-07-14 02:40:37,15,False,"['Comedy', 'Fantasy', 'Documentary', 'Horror']"
U00173,Germany,18-24,2024-01-14 07:48:25,17,True,"['Animation', 'Sci-Fi']"
U00174,Germany,25-34,2024-03-16 08:05:26,20,True,"['Horror', 'Fantasy']"
U00175,Australia,25-34,2024-11-06 08:44:01,24,False,['Comedy']
U00176,Canada,25-34,2025-05-30 19:21:13,21,False,['Action']
U00177,Germany,25-34,2025-01-17 12:42:14,22,False,"['Drama', 'Animation', 'Romance', 'Fantasy']"
U00178,United States,35-44,2024-11-15 11:58:18,20,False,"['Mystery', 'Drama']"
U00179,Singapore,35-44,2024-06-15 23:48:24,19,False,"['Mystery', 'Horror', 'Action']"
U00180,Canada,18-24,2024-08-15 03:51:17,22,False,"['Sci-Fi', 'Animation']"
U00181,Singapore,35-44,2024-01-20 20:07:58,12,False,"['Animation', 'Mystery', 'Comedy', 'Documentary']"
U00182,United States,35-44,2024-07-10 20:57:02,17,False,"['Documentary', 'Romance', 'Action', 'Animation']"
U00183,Canada,18-24,2024-11-18 08:00:09,15,False,"['Animation', 'Documentary', 'Mystery', 'Horror']"
U00184,Australia,25-34,2025-04-13 06:16:33,24,False,['Mystery']
U00185,Canada,18-24,2025-04-21 21:26:00,15,False,['Drama']
U00186,Canada,35-44,2025-02-28 13:20:52,22,False,"['Fantasy', 'Romance', 'Sci-Fi']"
U00187,United States,18-24,2024-01-12 02:45:02,23,False,"['Drama', 'Action']"
U00188,United Kingdom,25-34,2025-02-23 09:11:35,26,False,['Comedy']
U00189,United States,18-24,2024-04-23 00:36:39,16,False,"['Action', 'Horror', 'Comedy']"
U00190,United Kingdom,25-34,2024-11-14 13:47:26,16,False,"['Romance', 'Mystery', 'Drama']"
U00191,Australia,45+,2025-05-04 06:47:14,21,False,['Comedy']
U00192,Australia,18-24,2025-04-04 01:45:54,25,False,['Mystery']
U00193,Australia,35-44,2024-12-09 12:00:36,11,False,"['Action', 'Comedy', 'Drama', 'Horror']"
U00194,United Kingdom,45+,2024-06-03 17:26:45,19,False,['Mystery']
U00195,Singapore,35-44,2024-09-26 07:07:16,22,False,"['Comedy', 'Action', 'Animation']"
U00196,India,18-24,2024-12-29 19:35:08,22,False,"['Sci-Fi', 'Horror']"
U00197,United Kingdom,35-44,2024-09-22 20:20:06,22,False,['Drama']
U00198,India,13-17,2024-07-28 02:23:15,19,False,['Action']
U00199,United Kingdom,18-24,2024-07-27 06:28:18,19,False,"['Fantasy', 'Romance']"
U00200,Singapore,35-44,2024-11-06 04:47:06,26,False,"['Action', 'Mystery', 'Sci-Fi', 'Documentary']"
U00201,United Kingdom,25-34,2024-01-19 12:00:38,23,False,['Romance']
U00202,Singapore,25-34,2025-05-31 01:04:56,24,False,"['Horror', 'Animation', 'Romance']"
U00203,Canada,18-24,2024-02-22 18:25:28,10,False,['Horror']
U00204,Australia,35-44,2025-05-23 23:59:00,22,False,"['Comedy', 'Action', 'Drama']"
U00205,Canada,35-44,2024-01-19 06:56:35,24,False,"['Mystery', 'Drama', 'Horror', 'Comedy']"
U00206,United States,25-34,2024-09-22 00:34:36,12,False,"['Horror', 'Drama']"
U00207,Germany,35-44,2024-08-03 21:21:31,24,False,"['Comedy', 'Animation', 'Fantasy', 'Sci-Fi']"
U00208,Singapore,18-24,2024-10-23 16:29:51,24,False,"['Action', 'Mystery']"
U00209,United States,18-24,2024-08-12 03:44:11,19,True,['Sci-Fi']
U00210,Germany,25-34,2025-04-08 21:58:06,15,False,"['Mystery', 'Sci-Fi']"
U00211,United States,45+,2024-01-09 14:46:53,22,False,['Horror']
U00212,Germany,18-24,2025-05-24 13:46:04,23,False,"['Comedy', 'Action']"
U00213,Germany,18-24,2024-12-22 10:31:06,20,False,"['Mystery', 'Sci-Fi', 'Drama', 'Animation']"
U00214,Canada,18-24,2025-02-06 12:57:56,22,False,"['Comedy', 'Horror']"
U00215,Germany,35-44,2024-03-13 06:42:39,20,False,['Sci-Fi']
U00216,United States,18-24,2024-02-03 16:48:31,11,False,"['Comedy', 'Action', 'Romance', 'Fantasy']"
U00217,India,25-34,2024-07-24 06:16:22,23,True,['Documentary']
U00218,India,45+,2024-06-15 19:18:49,18,False,"['Mystery', 'Horror']"
U00219,Canada,13-17,2025-02-08 18:56:15,24,True,"['Horror', 'Fantasy', 'Drama', 'Mystery']"
U00220,Singapore,25-34,2025-04-08 12:32:43,20,False,"['Comedy', 'Action', 'Animation', 'Documentary']"
U00221,India,25-34,2024-08-08 23:57:21,24,False,"['Horror', 'Sci-Fi', 'Animation']"
U00222,Canada,35-44,2025-02-01 05:43:04,25,False,['Documentary']
U00223,Australia,18-24,2024-01-31 19:01:09,19,False,"['Action', 'Romance', 'Documentary', 'Comedy']"
U00224,United States,25-34,2025-01-18 17:37:40,20,False,"['Drama', 'Animation']"
U00225,Germany,18-24,2024-02-21 08:34:19,28,False,"['Romance', 'Fantasy', 'Documentary', 'Comedy']"
U00226,United Kingdom,35-44,2024-12-11 07:35:29,12,False,"['Action', 'Sci-Fi']"
U00227,Germany,35-44,2024-07-16 13:42:08,25,False,['Romance']
U00228,Australia,18-24,2024-08-02 16:35:37,20,False,"['Sci-Fi', 'Comedy', 'Romance']"
U00229,Canada,18-24,2024-05-22 20:59:35,15,False,"['Sci-Fi', 'Drama', 'Mystery']"
U00230,United States,35-44,2024-07-27 11:25:05,19,False,"['Drama', 'Fantasy']"
U00231,Canada,13-17,2025-03-28 01:45:41,25,True,['Comedy']
U00232,Germany,18-24,2025-02-22 05:14:03,28,False,"['Comedy', 'Documentary']"
U00233,India,25-34,2024-06-24 22:39:49,20,False,"['Fantasy', 'Mystery', 'Sci-Fi']"
U00234,Germany,18-24,2024-05-31 21:13:33,19,False,"['Fantasy', 'Action', 'Horror', 'Documentary']"
U00235,Canada,18-24,2024-09-20 05:06:51,22,False,"['Horror', 'Drama', 'Action']"
U00236,Germany,25-34,2024-12-20 01:23:37,19,False,"['Romance', 'Fantasy']"
U00237,Australia,18-24,2024-04-04 06:31:06,13,False,"['Drama', 'Documentary']"
U00238,Canada,25-34,2025-01-10 10:47:43,19,False,"['Action', 'Drama', 'Fantasy', 'Comedy']"
U00239,United Kingdom,35-44,2025-05-05 11:20:41,20,False,"['Mystery', 'Romance']"
U00240,Australia,25-34,2025-03-12 15:15:02,22,False,"['Mystery', 'Action', 'Romance']"
U00241,India,18-24,2024-10-10 10:59:23,34,False,"['Documentary', 'Comedy', 'Fantasy', 'Drama']"
U00242,Australia,35-44,2024-06-14 09:08:25,21,False,"['Mystery', 'Comedy', 'Horror']"
U00243,India,18-24,2024-06-16 05:56:11,24,False,"['Action', 'Documentary', 'Mystery']"
U00244,Australia,35-44,2025-01-18 13:21:43,19,False,"['Mystery', 'Action']"
U00245,Australia,18-24,2024-08-23 03:46:37,19,False,"['Romance', 'Animation']"
U00246,India,35-44,2024-02-25 01:19:35,20,False,"['Comedy', 'Horror']"
U00247,Germany,18-24,2024-12-16 08:14:59,24,False,"['Mystery', 'Horror', 'Action', 'Romance']"
U00248,United Kingdom,18-24,2024-03-12 09:04:11,14,False,"['Comedy', 'Fantasy', 'Romance']"
U00249,Germany,25-34,2025-05-25 05:28:42,28,False,"['Documentary', 'Animation', 'Comedy', 'Mystery']"
U00250,India,13-17,2024-08-03 18:18:20,24,False,"['Sci-Fi', 'Action', 'Comedy', 'Romance']"
U00251,United States,18-24,2024-06-25 19:30:20,14,False,['Comedy']
U00252,Canada,35-44,2024-01-29 13:14:29,18,False,"['Action', 'Romance']"
U00253,United States,35-44,2024-03-27 17:06:37,24,False,"['Drama', 'Mystery', 'Animation']"
U00254,United Kingdom,18-24,2025-05-04 23:02:26,19,False,"['Action', 'Sci-Fi']"
U00255,Australia,35-44,2024-10-04 16:32:45,21,False,"['Fantasy', 'Sci-Fi', 'Romance', 'Action']"
U00256,United States,35-44,2025-04-11 06:43:23,22,False,['Horror']
U00257,Australia,35-44,2025-05-09 05:01:48,21,False,"['Romance', 'Animation', 'Comedy']"
U00258,India,25-34,2024-01-26 07:10:09,22,False,"['Action', 'Horror', 'Sci-Fi', 'Romance']"
U00259,United States,25-34,2024-07-15 20:46:41,27,False,['Documentary']
U00260,Australia,25-34,2025-03-09 09:46:18,17,False,"['Romance', 'Sci-Fi', 'Comedy', 'Horror']"
U00261,Germany,25-34,2024-09-13 06:15:59,17,False,"['Comedy', 'Mystery', 'Romance', 'Action']"
U00262,United States,45+,2024-09-20 02:06:38,25,False,"['Sci-Fi', 'Horror', 'Romance', 'Animation']"
U00263,United Kingdom,18-24,2024-10-21 17:45:01,16,True,"['Action', 'Sci-Fi', 'Animation']"
U00264,Singapore,18-24,2024-12-28 21:57:19,19,False,"['Comedy', 'Fantasy', 'Sci-Fi', 'Romance']"
U00265,Singapore,18-24,2025-04-30 08:03:19,14,True,"['Sci-Fi', 'Mystery', 'Action']"
U00266,Australia,45+,2025-04-03 13:02:31,17,False,"['Sci-Fi', 'Action', 'Documentary']"
U00267,Canada,25-34,2024-11-19 04:07:07,24,False,['Comedy']
U00268,United Kingdom,25-34,2024-10-25 07:05:57,20,True,['Sci-Fi']
U00269,Australia,35-44,2024-07-05 15:14:08,24,False,['Mystery']
U00270,Australia,45+,2024-03-01 03:23:11,22,False,"['Sci-Fi', 'Drama']"
U00271,United Kingdom,18-24,2025-01-01 13:24:23,13,False,"['Sci-Fi', 'Fantasy', 'Romance']"
U00272,India,35-44,2024-01-02 07:59:43,24,False,"['Comedy', 'Drama', 'Fantasy', 'Horror']"
U00273,United States,35-44,2024-12-26 22:55:25,21,False,"['Fantasy', 'Romance']"
U00274,Singapore,13-17,2024-09-13 21:48:08,23,True,"['Romance', 'Sci-Fi', 'Action', 'Animation']"
U00275,United Kingdom,35-44,2025-02-10 14:37:04,19,False,"['Mystery', 'Sci-Fi', 'Action']"
U00276,Canada,18-24,2025-05-05 18:04:20,25,False,"['Animation', 'Mystery', 'Fantasy', 'Drama']"
U00277,Canada,25-34,2024-10-12 21:27:56,20,False,"['Comedy', 'Action', 'Animation', 'Drama']"
U00278,Germany,25-34,2024-10-23 01:05:31,26,False,"['Romance', 'Fantasy']"
U00279,India,18-24,2024-09-08 23:19:14,20,False,"['Fantasy', 'Sci-Fi', 'Mystery']"
U00280,India,18-24,2024-07-11 19:25:43,16,False,['Romance']
U00281,United States,18-24,2024-02-15 22:46:38,13,False,"['Horror', 'Action']"
U00282,Canada,18-24,2024-01-16 23:40:49,21,False,"['Romance', 'Sci-Fi', 'Animation', 'Mystery']"
U00283,Australia,25-34,2025-01-08 19:04:56,25,False,"['Documentary', 'Fantasy', 'Horror', 'Sci-Fi']"
U00284,Canada,18-24,2025-04-18 01:03:52,19,False,"['Horror', 'Romance', 'Animation', 'Mystery']"
U00285,Canada,18-24,2024-01-28 20:13:47,22,False,"['Animation', 'Mystery', 'Fantasy', 'Comedy']"
U00286,Singapore,25-34,2024-06-18 03:21:35,21,False,"['Action', 'Sci-Fi', 'Romance', 'Mystery']"
U00287,United States,25-34,2024-11-10 10:37:00,22,False,"['Romance', 'Horror', 'Documentary']"
U00288,Australia,25-34,2024-12-30 08:52:40,19,False,"['Drama', 'Horror']"
